epoch,lr,t_l,t_err,v_err,1003d,2003d,3003d,4003d,5003d,6003d,7003d,8003d,9003d,10003d
1.0,0.0005,122.05389350691595,12.346091988589249,6.180084472758383,4.908796236986563,4.49267504809497,5.254001475464679,4.768949603379821,5.06425631706012,4.9600585954274194,5.29243606193441,5.0745036480305075,4.922321605968762,5.5543834462487
2.0,0.00048,99.76664924578657,12.757252820707727,4.455912029414711,3.45989922421626,3.344318149837492,3.6655328698242133,3.3030696838825673,3.632530943614022,3.5522316172111705,3.731609180422619,3.6818376127510613,3.559784687726296,3.8370236556758086
3.0,0.00048,72.84370371814293,11.817583491940972,3.1455465513955856,2.08743449486872,2.257537614833843,2.344427407938541,2.1560044373529044,2.383165064619008,2.3908643142597095,2.484455049830616,2.532816442692551,2.4314136654458194,2.533932125348484
4.0,0.0004608,43.93230754541343,7.998140947306978,2.2653545718745653,1.0903181959149766,1.375476651261263,1.404720875593993,1.4297892168221786,1.5404826456362062,1.6227569830668223,1.6598834113878327,1.7483384045650396,1.6734401803321461,1.6628384805963254
5.0,0.0004608,19.89911450136522,3.7906232177768544,1.827431460738019,0.5551795516081605,0.8286024791291219,1.0062114593554137,1.1074673675866866,1.2077212316802723,1.2930066611622597,1.3025886996116622,1.3752102345061987,1.3564295282899848,1.3105265812421756
6.0,0.00044236799999999995,7.258868124470314,2.017773668922807,1.8173404901270431,0.4781503270287107,0.7805904512597686,0.9679366530701102,1.0904146176660996,1.200672954410404,1.271488483705934,1.2751564191984344,1.3850254019868573,1.3743576809655234,1.3033482870386681
7.0,0.00044236799999999995,5.36388830643466,1.828878313891877,1.8157872339000407,0.47642341699788415,0.7821426731176716,0.9629122441748803,1.0880380676622199,1.2032657298648985,1.275832436873339,1.2786321113264034,1.3871637447255714,1.3789507972994672,1.3017909345786391
8.0,0.00042467327999999994,5.34927923627734,1.82743958955344,1.8126844681168945,0.47491986804742864,0.7773519763359437,0.9656665920955538,1.0852887117520058,1.2030617571961262,1.2698418670639569,1.2757648861188329,1.3829013902401526,1.370837795892942,1.3032626586121994
9.0,0.00042467327999999994,5.348580494597497,1.8279873289544484,1.8136936431753932,0.4751015341829098,0.7789061389374456,0.9627957404401363,1.085363009772757,1.201603872946842,1.2720301062801989,1.277095450397624,1.3858147997653623,1.37690658842428,1.3014285904509169
10.0,0.00040768634879999994,5.337483179828407,1.8273317310840889,1.813247621979638,0.47914836440972125,0.7799282635245288,0.966937071261412,1.0880274722526024,1.2017856731991663,1.2737995205085098,1.2761411319623839,1.3893571138791085,1.374521367031328,1.3031382685002213
11.0,0.00040768634879999994,5.336669286149356,1.8261693566829662,1.812098096025999,0.47565460711372404,0.7750194511767469,0.9637960675242427,1.0844750420722977,1.2042063119226338,1.2701186245984144,1.2757114410809518,1.3848907556312886,1.376178218028618,1.2998185066233783
12.0,0.0003913788948479999,5.3264139201342,1.8253305700738847,1.81222023149941,0.47473408487005736,0.777260402531544,0.9626689908945321,1.086179544617822,1.2008303933162026,1.2735155621908705,1.2748495933069584,1.3884005571117426,1.3777029039725783,1.299436661778781
13.0,0.0003913788948479999,5.325508855692728,1.8265028982226434,1.8122007336168287,0.48011002592752033,0.78084662816188,0.9626017450416922,1.0841934787823069,1.202293664996893,1.2724137643742899,1.2775779237362612,1.3816971782960896,1.373521200478307,1.3002981426684144
14.0,0.0003757237390540799,5.315877131232747,1.8253034687591683,1.8162524041566668,0.4781603220449093,0.7809534455920841,0.9600030270220128,1.085356727530137,1.199121665668201,1.2719843810538476,1.2739581038439443,1.3886070996075421,1.3732385937618319,1.2994599847106245
15.0,0.0003757237390540799,5.315128854141273,1.8253357254396965,1.813249932081876,0.47664599109749484,0.778364527077186,0.9637771277712016,1.0846735981082467,1.2050780543233641,1.2702150922740083,1.2756975460134317,1.3855335384108691,1.3743500405757123,1.3000816881579935
16.0,0.00036069478949191667,5.306060489400079,1.8249421900449887,1.812384449133352,0.47636214815358247,0.779531506702451,0.9612528508131927,1.08290997598878,1.2008857313832824,1.2698563387444068,1.274088188078924,1.3873417419918819,1.372775046317069,1.300464770815394
17.0,0.00036069478949191667,5.305417134168688,1.8239766576907506,1.8180524607014092,0.4793353871642546,0.7781572566171513,0.9630957530936883,1.0825240170173203,1.198542969925421,1.2737825337217275,1.273884061527375,1.3934293470378598,1.3760927639924012,1.3002877874161645
18.0,0.00034626699791224,5.2963408817291775,1.8231015935652208,1.8162410119699504,0.475993195172289,0.7798058025727503,0.9599573303322483,1.0864132799748338,1.2008694482432676,1.2722077778816632,1.2748580880555815,1.3875261173898803,1.3755402011147184,1.2998501184619788
19.0,0.00034626699791224,5.295738105797105,1.8235033696233387,1.8151255125456172,0.47655328045787343,0.7808387593515234,0.9598302950116505,1.0849619380704634,1.1968665643599554,1.2719800435949529,1.27456536905697,1.3863416658558594,1.3734128173458275,1.298491799130761
20.0,0.0003324163179957504,5.287379129959836,1.8223551005566372,1.814865807688327,0.47480795831958506,0.7804163574456453,0.962310162545887,1.08492519092478,1.1992517437151398,1.2703913751460616,1.2737709458730395,1.3830816312083765,1.3730104028897345,1.2987628588600764
21.0,0.0003324163179957504,5.286516132978013,1.8228725050969863,1.8148393463012131,0.4784215874090976,0.7811379293063739,0.9610520579282024,1.0835202926732297,1.1956262852387691,1.2703948018378017,1.2720311180505053,1.3873885043543943,1.3700186707133748,1.298544485340912
22.0,0.0003191196652759203,5.278461157108569,1.8230512478770438,1.8131110011913918,0.4754323765526816,0.7786949142168029,0.9615907731459203,1.0813712149104147,1.2003968566438765,1.2699861420627727,1.2714300793877287,1.385020089272213,1.372936971297033,1.3000074404598254
23.0,0.0003191196652759203,5.27780101298964,1.8226775750239501,1.8145995769086982,0.4807635521694398,0.7802564404594801,0.9605785633350635,1.0832738679961962,1.1990203173668892,1.268738288318891,1.2743111170703687,1.3833312813890999,1.36965019275374,1.2980671203581369
24.0,0.0003063548786648835,5.270393773331878,1.8219878194881247,1.812263820328376,0.473998067461846,0.7765518169656734,0.9588858188860716,1.081191810146006,1.1975354732029022,1.268984293999052,1.2724114983749717,1.39105214457919,1.3756558300343158,1.2966587165556769
25.0,0.0003063548786648835,5.269496238901832,1.821897533960785,1.8164027064997912,0.47662191711132845,0.7799255019193655,0.9582345639109765,1.082768773071145,1.1987061884616999,1.2718745852580453,1.271166137900285,1.383219673724606,1.371268145008079,1.2969898942303422
26.0,0.00029410068351828813,5.262353917956486,1.8213242809494656,1.8116089148705001,0.4764686011286162,0.7768356096125734,0.958962209743269,1.0828098578291458,1.1968012455449704,1.2713432174954278,1.2712667669568742,1.3859426602944955,1.3728252651352884,1.2974321234129058
27.0,0.00029410068351828813,5.261471054934627,1.821068568304151,1.8126104623283146,0.4732021810107352,0.7793448439538351,0.9579875989821478,1.0826154375014925,1.1990493078284998,1.272207603593693,1.2706363676239727,1.387986108194038,1.3767381152182063,1.2961462265122659
28.0,0.0002823366561775566,5.254438004238522,1.8197385315236818,1.81376862546907,0.47726514420249544,0.7790532792806114,0.9582473005874124,1.084163946483535,1.1972090018148434,1.2715261874409614,1.271817789165721,1.3860169592357816,1.3736695232231797,1.2952473803888007
29.0,0.0002823366561775566,5.254262430455289,1.8203443314826644,1.808996111568073,0.4743589864734517,0.7783765437673571,0.9575159932246591,1.080755081671801,1.1949056102093174,1.265668961481187,1.2714183293203078,1.3832403892920488,1.3709711141209908,1.2962227706385498
30.0,0.0002710431899304543,5.247655360336087,1.820463331972184,1.8156380676212127,0.4761712558788069,0.781342341530635,0.9567920577111851,1.0791882388533465,1.1974087115369196,1.2698557416751424,1.271173895249189,1.3846496548176017,1.372870395491431,1.295953290803092
31.0,0.0002710431899304543,5.246891664279303,1.8199100369042505,1.8096451396841498,0.47571908489208475,0.7768316830447282,0.9563414374936143,1.0795356711314401,1.1936824943619397,1.2720023837022032,1.269706748473905,1.3885181158819406,1.3771999806408615,1.296665854077644
32.0,0.0002602014623332361,5.240272629822804,1.8199879248210815,1.811609484358693,0.47782249110085623,0.7769106163941756,0.9581442463812221,1.0791754898519692,1.1978144001827788,1.2679104027651964,1.270023360215559,1.382564124504623,1.372252277937226,1.2952010845841384
33.0,0.0002602014623332361,5.240077674498882,1.819839861093892,1.8099786015211057,0.47325876901099634,0.7765047438202984,0.9580376510812407,1.0797259224581135,1.1960420516978412,1.2698551588741713,1.270031057831966,1.3845976673958384,1.3722024198664662,1.2948957031144446
34.0,0.00024979340383990666,5.2340352557247085,1.819353286789781,1.8100131024181179,0.47613832739380385,0.7788885176974476,0.9561735604362701,1.0794736240003202,1.1946602700760005,1.2653783991427854,1.268553096764285,1.3825963354581214,1.3697205478671486,1.2945208691159629
35.0,0.00024979340383990666,5.233296828474498,1.8187627216835673,1.8131659214026485,0.4746458831901256,0.7820431461461058,0.9560682730120377,1.0805984553938923,1.1946925358013347,1.269156351768628,1.2705364755579762,1.3865866793015136,1.3732860439174526,1.2953199192670628
36.0,0.0002398016676863104,5.2275232422033655,1.8181046043371871,1.8113599381037748,0.47421261689940114,0.7791712458478387,0.9566665841805889,1.079259430937683,1.1910465402390404,1.2696617939910988,1.2661741391009704,1.3852656382647055,1.373074438018586,1.2930162417842614
37.0,0.0002398016676863104,5.2271235982568065,1.8182454170199664,1.8114575045356207,0.4761707444704433,0.7784436769825048,0.9559070660494162,1.0798881395545348,1.195063190928655,1.2672044051046383,1.2677999124256953,1.3850555341676396,1.3721742491924624,1.294722951517142
38.0,0.00023020960097885798,5.221375214687082,1.8183878283477706,1.8121481256045144,0.47613408743491353,0.7812152276321421,0.956794917302191,1.0792404354411305,1.1939640366841877,1.2691943602007585,1.2696759452230681,1.3863069821406413,1.370636633873395,1.2955063578398225
39.0,0.00023020960097885798,5.220882308286203,1.818004318740305,1.8090408905563071,0.4736971150954258,0.7768765632454697,0.9564949060805823,1.0780042149078586,1.1928023668073984,1.2715968858628046,1.267922446023032,1.3845028545354272,1.372196667698615,1.2941817701348723
40.0,0.00022100121693970366,5.215530886810841,1.817770274278792,1.8079691895614827,0.47105151798427486,0.7780381987044761,0.955560970337081,1.0778802179666305,1.1937426980704722,1.2685859401765067,1.269945348449553,1.3831610475063119,1.372760809321917,1.2947357716554226
41.0,0.00022100121693970366,5.215765454420687,1.817379986139337,1.8100050044800589,0.4741992373826523,0.7774463381086077,0.9583957345124633,1.0798680003954586,1.1934532039618604,1.2684026599083782,1.267699594305391,1.3872845960962368,1.3723276668942983,1.2921079961284963
42.0,0.00021216116826211552,5.210160842845199,1.8175254238173906,1.8089370028171685,0.4725633745590334,0.7777448090449366,0.9566239086357323,1.077947748571647,1.190817437372408,1.2666892385544157,1.2674839450585795,1.3850151872696257,1.3735709095246698,1.2926765428188787
43.0,0.00021216116826211552,5.209749800436577,1.817233896847864,1.809825914106915,0.47264782646499137,0.7772002498104255,0.9565159836740056,1.0794038116957485,1.19527047179585,1.2680793699917492,1.2684752829133161,1.3822482397810987,1.3723730856336172,1.2932264964910907
44.0,0.0002036747215316309,5.205303549342652,1.8174680618547205,1.8093186285385332,0.473128956973118,0.7785866814128118,0.9569010613354323,1.078520715671361,1.1947198348309236,1.2673976592678002,1.2680839151847214,1.386021489700193,1.3744478517722183,1.2929406723511776
45.0,0.0002036747215316309,5.204739660203051,1.8164226913847061,1.807835363703406,0.4734940610183559,0.7764997510427265,0.9561894036628105,1.0779079740418738,1.192864425291784,1.2687695229938234,1.2671919471969015,1.3862927026474543,1.373101517296001,1.291965051353975
46.0,0.00019552773267036565,5.20015581642395,1.8166593009305108,1.806909127954815,0.473593230668898,0.7782696442816811,0.9569020374605759,1.076509362840182,1.1937560420443396,1.2637503184969463,1.2662981241263835,1.3814110348327944,1.3683391567567345,1.292014756155648
47.0,0.00019552773267036565,5.199408108094447,1.8164538560637142,1.8096084982383895,0.47390780045923786,0.7765415355607912,0.9563531827537965,1.0757509137059118,1.1927024881914419,1.2645255257161785,1.2644775329051432,1.3807543778511548,1.3687421542695029,1.2915100756759348
48.0,0.000187706623363551,5.195580672599648,1.8155783485399377,1.809909649558754,0.47541726891036096,0.7764601690070612,0.9533443837041049,1.0766493551007978,1.188966371633627,1.2674183035449171,1.2656336805432817,1.3849471949139975,1.3754805047744234,1.292513444565847
49.0,0.000187706623363551,5.194957825014721,1.8164183120355806,1.808782654743258,0.4742964974087945,0.7766788424416603,0.9556546455184465,1.075835159079602,1.1941962910537196,1.265529088890128,1.2656217461642867,1.38437376836501,1.369660105791178,1.2909003091646027
50.0,0.00018019835842900898,5.190413969795147,1.815496413989002,1.8075964662836286,0.4735486021066418,0.7759240222099972,0.9575708289353032,1.0768309705812806,1.192123643219701,1.266638675404945,1.2658520590231073,1.3849323757315644,1.3707239627838135,1.2910689329292988
